owner_experience,vet_access,owner_commitment,care_capability_score
Intermediate,Good,Low,61.23520667633056
Novice,Regular,Moderate,59.13924819585406
Novice,Good,High,59.469701141929505
Novice,Good,Moderate,57.87474050230971
Intermediate,Excellent,Very High,74.44499692245772
Advanced,Excellent,Moderate,85.54333060509292
Intermediate,Limited,High,66.19404019125078
Expert,Good,Moderate,92.21639266957646
Intermediate,Good,Low,61.21525352316726
Intermediate,Good,Moderate,84.60744764092698
Advanced,Excellent,Low,94.14493252089999
Advanced,Good,Moderate,68.77471433532779
Novice,Limited,Very High,72.48737374064632
Expert,Good,Very High,100.0
Intermediate,Good,High,74.09426796931068
Expert,Excellent,High,95.68152902079986
Advanced,Regular,High,91.46894821323947
Advanced,Regular,Moderate,68.45030491361521
Expert,Good,Low,86.23043906927495
Intermediate,Good,Low,78.44673569094283
Novice,Excellent,Moderate,70.50495327996038
Novice,Limited,Moderate,42.04832864111105
Advanced,Regular,Moderate,69.46597801718227
Advanced,Regular,Moderate,63.7159687445392
Intermediate,Good,Very High,75.82182144650244
Novice,Regular,Moderate,66.24015564167786
Novice,Good,Moderate,49.718201127398714
Intermediate,Good,Moderate,76.26488609825765
Intermediate,Regular,Very High,64.5629792167436
Advanced,Good,Very High,78.39264306406642
Advanced,Regular,Moderate,82.60295953460788
Novice,Regular,High,65.80169885340527
Novice,Regular,Moderate,53.23810513141364
Intermediate,Regular,Very High,81.32010970572303
Expert,Excellent,High,83.07618566740767
Intermediate,Regular,Moderate,58.63140128427589
Novice,Good,High,66.32980475898512
Expert,Good,Moderate,90.11464973329123
Advanced,Good,High,83.3282957545696
Novice,Regular,Moderate,45.7927621623547
Advanced,Regular,Moderate,73.38823529829781
Intermediate,Regular,Moderate,51.88458902399275
Advanced,Limited,High,57.74669952768333
Novice,Good,Moderate,58.046147812388625
Intermediate,Excellent,Moderate,65.5989463268466
Advanced,Excellent,moderate,80.83924746518446
Intermediate,Limited,High,63.82901119934189
Expert,Excellent,Low,88.46324058488229
Novice,Limited,Moderate,45.15432860258773
Intermediate,Regular,VERY HIGH,72.53809770662808
Advanced,Good,Very High,83.96304098541829
Novice,Regular,Low,50.766367345316404
Expert,Regular,Very High,100.0
Novice,Excellent,Moderate,75.6034629460344
Novice,Good,Very High,73.2980551485692
Intermediate,Excellent,Moderate,80.70210696154903
Novice,Excellent,Moderate,67.62727997806265
Novice,Limited,Very High,54.26524585682374
Advanced,Good,Low,80.7802040951939
Novice,Excellent,High,82.25604273038778
Advanced,Good,High,72.28096524469069
Intermediate,Excellent,Moderate,72.49307191232145
Intermediate,Limited,High,58.91777971163279
Novice,Good,Low,50.16103769082926
Novice,Excellent,High,64.56834830366466
Novice,Regular,High,61.33634817947723
Novice,Regular,Moderate,56.33130055985974
Novice,Good,High,51.46674668351811
Intermediate,Excellent,Low,62.40597926117124
Novice,Excellent,Low,61.59653114385702
Intermediate,Regular,Moderate,66.51434956683178
Advanced,Regular,Low,70.66133528750018
Advanced,Good,High,90.28748594959526
Intermediate,Excellent,High,73.95886113251152
Advanced,Regular,High,83.95887548624201
Novice,Excellent,Moderate,68.45024066003266
Intermediate,Excellent,High,80.86361647920418
Intermediate,Good,Very High,87.07378455767162
Intermediate,Good,Low,61.717888056231416
Novice,Excellent,High,64.2133003073727
Intermediate,Good,High,61.36394632362416
Expert,Good,High,92.6757027596323
Novice,Good,Moderate,63.79031512274455
Advanced,Regular,Unknown,60.92076035429307
Novice,Excellent,High,79.96521567072944
Expert,Good,Very High,97.27693147880116
Novice,Limited,High,51.15835842948187
Intermediate,Regular,Moderate,59.667026800851225
Novice,Excellent,High,50.243111157013004
Novice,Excellent,High,75.50613588680984
Intermediate,Regular,High,69.61048517921905
Novice,Good,High,62.76504060735129
Intermediate,Regular,Moderate,60.92834627618877
Expert,Excellent,Moderate,87.9054982127094
Intermediate,Regular,High,59.70458584604712
Advanced,Good,Low,65.50081046917553
Novice,Regular,Very High,65.85548998155417
Advanced,Good,High,91.04313491592139
Intermediate,Regular,High,68.04755442544013
Novice,Regular,Low,46.623373871124095
Expert,Regular,Low,80.16541784523895
Novice,Good,High,66.9314302127203
Intermediate,Regular,High,67.93103262635906
Novice,Good,Very High,65.81265596068272
Intermediate,Excellent,Moderate,61.87853324595456
Advanced,Regular,High,73.04344174268519
Advanced,Excellent,High,75.84985347788736
Novice,Regular,Moderate,51.95037050043038
Novice,Excellent,Low,61.67896640272215
Intermediate,Good,High,68.89296938483913
Novice,Regular,Moderate,52.52056529337505
Intermediate,Excellent,Very High,79.78757309813348
Expert,Excellent,Moderate,100.0
Advanced,Good,Unknown,78.76461800524594
Intermediate,Excellent,Moderate,59.94049735858947
Intermediate,Good,High,77.66739129763012
Intermediate,Good,Moderate,67.46044485335165
Novice,Regular,low,53.15121271146003
Intermediate,Good,High,60.557701857949446
Advanced,Regular,High,64.24579101367561
Intermediate,Excellent,Moderate,62.045047828880385
Novice,Good,Very High,59.71154102711406
Novice,Regular,Moderate,56.46512536917942
Advanced,Limited,High,63.97601110924703
Novice,Good,High,56.77505111306071
Advanced,Excellent,Unknown,100.0
Novice,Regular,Moderate,50.14757715175145
Expert,Good,High,77.83893333332287
Intermediate,Excellent,Moderate,77.50710954478328
Novice,Good,Moderate,54.907739955148045
Novice,Good,Low,46.27631300684308
Intermediate,Good,High,73.70055388667637
Intermediate,Good,High,81.44161015138842
Expert,Regular,Moderate,79.73242975502951
Novice,Regular,Moderate,45.497667611804076
Intermediate,Good,Moderate,69.09888842594538
Advanced,Good,High,95.40902949880062
Intermediate,Excellent,Low,70.95785785777326
Advanced,Good,Very High,85.6926883031747
Expert,Regular,High,98.33605246681051
Intermediate,Regular,Very High,66.11838199968801
Expert,Good,High,83.30122588413343
Intermediate,Good,High,66.37364525930678
Novice,Excellent,High,72.42953048575652
Intermediate,Regular,Very High,70.14499594319946
Advanced,Good,High,94.8316380537376
Intermediate,Regular,Moderate,69.06424728440916
Intermediate,Good,Moderate,75.05606546499489
Novice,Good,Moderate,56.56533529668047
Advanced,Excellent,Low,76.84602463391887
Advanced,Excellent,Moderate,89.77130946312322
Intermediate,Excellent,High,73.84545714203784
Intermediate,Regular,Very High,79.76544970007927
Novice,Good,High,60.42063676899042
Intermediate,Excellent,Very High,73.45851369297188
Novice,Excellent,High,70.12674338010802
Advanced,Good,Moderate,72.49100770583175
Novice,Excellent,High,61.43833154453021
Intermediate,Excellent,Moderate,69.3606538862425
Intermediate,Regular,High,63.15642097790631
Expert,Excellent,Low,83.90885126317622
Novice,Regular,Moderate,36.246721507457586
Expert,Excellent,Moderate,92.87041393863136
Advanced,Good,High,82.05070218257157
Novice,Excellent,Very High,79.22147212408046
Novice,Excellent,Moderate,59.67567647816689
Advanced,Good,Low,85.33592330022525
Advanced,Good,Moderate,73.8053507365038
Intermediate,Excellent,Very High,85.91923595283629
Novice,Excellent,Very High,71.15371969977558
Intermediate,Good,Moderate,58.63351698549872
Advanced,Good,Moderate,73.56018445307555
Novice,Good,Moderate,66.51847109895839
Intermediate,Regular,Moderate,53.90910901789554
Advanced,Good,Very High,100.0
Intermediate,Excellent,High,62.6727357099079
Advanced,Regular,High,87.58257663589455
Advanced,Good,Low,60.33704186557852
Intermediate,Regular,High,55.484644108325774
Novice,Good,Low,47.0312815411359
Intermediate,Regular,High,54.400309030595885
Advanced,Regular,Moderate,83.79194954443224
Intermediate,Good,High,81.39605218946635
Intermediate,Regular,Moderate,74.46567323758778
Intermediate,Regular,High,69.88421268526002
Advanced,Good,Low,57.35221903556795
Advanced,Good,High,75.64112060177925
Intermediate,Regular,Low,50.0694094141367
Intermediate,Good,High,68.60853912325388
Novice,Regular,Moderate,51.69753940656345
Novice,Regular,High,55.408425601858475
Advanced,Excellent,Low,79.92561858677387
Intermediate,Good,Very High,92.82477386005208
Intermediate,Good,High,90.25207362580761
Intermediate,Good,Very High,80.43643871928998
Novice,Excellent,High,79.65420149304505
Advanced,Good,High,84.83861416523436
Novice,Excellent,Low,64.44755383185104
Intermediate,Regular,Moderate,60.52847932670856
Expert,Excellent,High,98.19384564955284
Intermediate,Good,Low,54.537193635932006
Intermediate,Good,Very High,76.2096040830502
Intermediate,Good,High,71.54858168367277
Advanced,Good,Moderate,72.79896909789616
Intermediate,Excellent,Unknown,91.87664682301798
Novice,Limited,Very High,54.47600399729949
Advanced,Limited,High,76.258758585864
Intermediate,Excellent,High,81.03087796578797
Novice,Excellent,Very High,76.77401497333715
Intermediate,EXCELLENT,High,68.6427151089888
Intermediate,Good,High,72.59375474749142
Intermediate,Regular,Moderate,47.23505850354205
Novice,Limited,High,45.59530241035216
Intermediate,Good,Moderate,68.98965011548094
Advanced,good,High,78.5429311975123
Advanced,Good,Low,69.15139685851489
Intermediate,Regular,Low,62.394432295442286
Novice,Good,Very High,74.96989180116593
Advanced,Excellent,Low,84.24866981754748
Intermediate,Regular,Low,68.61862701795299
Novice,Regular,Moderate,65.77708993842148
Novice,Limited,Very High,50.563514802263974
Advanced,Regular,Very High,83.18430743564521
Novice,Good,High,60.98690119742815
Expert,Good,High,90.23893882198837
Advanced,Excellent,Low,65.61639619284924
Novice,Limited,Moderate,37.96935870072191
Novice,Good,Very High,60.8483547051948
Intermediate,Good,High,73.31368445847279
Novice,Regular,High,67.53268822710454
Intermediate,Excellent,Moderate,78.99538986451174
Intermediate,Good,Moderate,70.28654084173108
Novice,Regular,Moderate,56.28758495086162
Novice,Good,Very High,75.0328809181989
Advanced,Good,Moderate,75.45399738579103
Intermediate,Limited,Moderate,44.234117883128306
Novice,Regular,High,60.50669243060798
Intermediate,Excellent,High,72.50742624421424
Intermediate,Good,Very High,75.21663951526662
Intermediate,Excellent,Moderate,66.93408244324554
Novice,Limited,High,48.27218840710595
Novice,Excellent,High,67.6701965597078
Intermediate,Good,Moderate,58.658944705434564
Novice,Good,High,70.45663964110838
Advanced,Good,High,99.43875207113818
Novice,Regular,High,53.76969637142003
Advanced,Regular,Very High,87.85445782027938
Intermediate,Regular,Low,58.586725337511965
Novice,regular,Very High,68.1070340902477
Intermediate,Limited,Moderate,50.11309471102346
Intermediate,Regular,Low,43.42528652910259
Novice,Good,Moderate,61.756217583798104
Unknown,Good,Low,59.49078546999759
Intermediate,Regular,High,72.59497098711601
Expert,Regular,High,89.73695637513461
Advanced,Regular,Very High,90.04767165445665
Intermediate,Regular,Moderate,69.57197036184502
Advanced,Good,High,89.2508569880915
Advanced,Regular,High,73.23563699449755
Intermediate,Good,Low,70.12553058031665
Intermediate,Good,Moderate,80.80783199312575
Intermediate,Good,Moderate,69.11273481545295
Advanced,Good,High,79.72680388143235
Intermediate,Excellent,High,87.64433246954258
Novice,Unknown,Moderate,63.80323373958539
Intermediate,Regular,High,61.86627478150356
Expert,Limited,MODERATE,61.468100443417285
Intermediate,Good,Very High,77.25718190856205
Expert,Good,High,90.53299990976701
Intermediate,Regular,Moderate,60.316803694691565
Intermediate,Regular,Very High,89.82076910897166
Intermediate,Good,High,61.74346023066086
Intermediate,Regular,Moderate,63.61301164314336
Novice,Regular,Very High,43.54715615049095
Novice,Excellent,High,65.20714674934553
Advanced,Regular,High,81.65816636450198
Novice,Regular,Moderate,43.27268854161926
Novice,Regular,Moderate,50.701886396591256
Intermediate,Good,Very High,90.53014646955921
Intermediate,Regular,MODERATE,67.96391531824688
intermediate,Regular,High,84.97184082071618
Intermediate,Limited,High,54.024157155353464
Intermediate,Limited,Low,41.08348415127001
Intermediate,Regular,High,55.885873343271996
Novice,Excellent,Very High,74.06484054420683
Intermediate,Good,High,83.07954343381932
Novice,Unknown,Moderate,49.58129126720132
Intermediate,Good,Moderate,61.769308689178004
Intermediate,Limited,Very High,65.46597949198728
Expert,Excellent,High,92.72390027176868
Expert,Limited,Low,74.17030323663485
Advanced,Good,High,86.45626183788237
Advanced,Good,Moderate,68.40337579435517
Expert,Regular,High,89.42871829755002
Intermediate,Regular,Low,63.002084911807486
Intermediate,Good,Moderate,71.28883433750289
Novice,Good,High,65.979003450234
Unknown,Good,Low,77.69292424430068
Intermediate,Regular,High,68.03803908861092
Novice,Excellent,Low,69.76346694777028
Expert,Regular,Moderate,79.4703578522032
Intermediate,Regular,Low,55.12651395537368
Intermediate,Limited,High,62.100306026842304
Expert,Limited,Low,68.09924618178047
Novice,Good,Very High,61.152261897780754
Intermediate,Excellent,High,53.879519245018315
Expert,Regular,Moderate,74.5106073972715
Expert,Excellent,Very High,100.0
Advanced,Regular,Moderate,58.988417054865906
Novice,Limited,Moderate,36.73632096886509
Novice,Excellent,Moderate,75.43835088968443
Novice,Limited,Low,46.56300480286628
Novice,Good,High,72.18974106635463
Novice,Regular,Moderate,51.355823184643995
Expert,Regular,High,94.52473409837418
Intermediate,Good,Very High,74.36510984559918
Expert,Good,Very High,84.66622868594135
Novice,Good,Moderate,50.580981552621616
Intermediate,Excellent,Moderate,84.85372020729193
Intermediate,Regular,High,54.96522755285001
Intermediate,Good,Low,69.35950750164278
Novice,Good,High,72.80325852626541
Intermediate,Excellent,Low,64.32108920105395
Expert,Excellent,High,100.0
Intermediate,Regular,Moderate,63.329965932060695
Intermediate,Regular,High,77.03262368436663
Intermediate,Limited,High,78.00889204565665
Intermediate,Regular,Low,68.08739034183156
Novice,Good,Low,49.47274862472295
Novice,Excellent,High,71.0844647820732
Novice,Regular,High,51.73682536925409
Unknown,Regular,Moderate,68.41164167240194
Intermediate,Good,High,74.32335538138386
Novice,Regular,Low,41.95281850731777
Novice,Regular,Very High,81.36184513439443
Intermediate,Good,Moderate,65.29636275638734
Unknown,Regular,Very High,70.54170247244905
Novice,Regular,Moderate,52.104863583045464
Intermediate,Good,Moderate,60.74660449220901
Novice,Good,High,64.69772550669406
Expert,Good,Low,69.66051159273067
Advanced,Regular,High,76.98386253603175
Novice,Regular,High,62.313192655567136
Expert,Excellent,Moderate,100.0
Intermediate,Limited,Moderate,54.32300959124386
Novice,Limited,Moderate,45.06256464204483
Advanced,Good,Moderate,100.0
Intermediate,Regular,Moderate,45.249997446674584
Advanced,Excellent,Moderate,89.3567704040422
Advanced,Excellent,Very High,93.31251624654769
Advanced,Good,Moderate,79.31143563679245
Intermediate,Good,Low,47.54219670627372
Novice,Good,High,74.75355631486039
Intermediate,Limited,Low,59.55560150129511
Novice,Limited,High,63.66650824459859
Intermediate,Excellent,High,83.4805041169571
Advanced,Limited,Very High,77.13562618138047
Novice,Good,High,72.19096942780799
Novice,Excellent,High,60.79423709728909
Intermediate,Regular,Moderate,70.60145290910323
Expert,good,Very High,97.59306677672474
Expert,Good,High,90.0997315734745
intermediate,Good,Low,65.82239763205754
Advanced,Good,High,68.95420291462115
Novice,Good,High,65.64993772291591
Advanced,Good,Low,67.62113145715524
Intermediate,Limited,Moderate,49.31883840841914
Advanced,Excellent,High,78.24024971473254
Expert,Regular,High,86.47044719317996
Intermediate,Limited,Low,51.77999959833894
Novice,Good,High,75.23924592509844
Novice,Excellent,High,66.29909588664425
Intermediate,Good,Very High,65.07375443813996
Intermediate,Excellent,High,65.65698885022115
Intermediate,Good,Moderate,68.07406323865337
Advanced,Good,Low,69.79068874195048
Novice,Good,Moderate,55.24155804972045
Expert,Regular,High,90.95389399035328
Novice,Regular,Unknown,60.661876856203875
Novice,Good,Low,50.47137268077157
Expert,Excellent,High,100.0
Intermediate,Limited,Low,50.411059978416546
Intermediate,Excellent,Low,68.87416257087303
Advanced,Good,High,90.9605250573012
Intermediate,Excellent,High,70.3735398215061
Novice,Good,Very High,73.50852153455463
Intermediate,Excellent,High,74.29034514957414
Intermediate,Regular,Low,43.9965595785813
Advanced,Excellent,Moderate,82.67711027531716
Advanced,Regular,High,77.92887999994488
Advanced,Regular,Moderate,82.82099244852574
Novice,Good,Low,62.05594709913838
Intermediate,Excellent,Moderate,78.4420974728933
Expert,Limited,High,82.19369613597486
Intermediate,Good,Moderate,81.93162097899874
Intermediate,Good,High,79.58157080630858
Advanced,Good,Moderate,75.76712955654637
Novice,Regular,High,47.56896216480529
Expert,Excellent,Unknown,100.0
Novice,Good,Moderate,54.982860310889194
Intermediate,Good,High,76.57346911548434
Intermediate,Excellent,Very High,89.0139399533613
Intermediate,Regular,Low,49.86426876061355
Intermediate,Good,Low,56.22259567393948
Intermediate,Excellent,Moderate,78.89665178138024
Advanced,Good,Very High,78.07915481380192
Novice,Good,Moderate,46.77400056243457
Advanced,Good,Low,86.38987194800116
Intermediate,Excellent,Moderate,63.819033401310286
Intermediate,Regular,High,79.23989348204744
Novice,Unknown,High,48.261420339267474
Novice,Good,Moderate,68.33498229296809
Advanced,Limited,High,65.73073174473531
Novice,Excellent,High,74.89110018016197
Intermediate,Regular,Moderate,62.87606677139902
Expert,Excellent,Low,78.1877968665519
Novice,Good,Moderate,66.81741660275314
Intermediate,Regular,High,72.17381298909726
Intermediate,Good,Moderate,52.98230885094136
Novice,Good,Very High,67.22009367812925
Intermediate,Limited,Moderate,44.180839514981976
Novice,Regular,High,63.029636622052706
Novice,Regular,High,74.59619601429385
Novice,Good,High,59.733692488071966
Intermediate,Excellent,Moderate,84.762400561357
Intermediate,Good,Low,74.13410435372204
Intermediate,Good,High,77.68456969765717
Novice,Good,High,66.55781883877022
Novice,Regular,Moderate,54.78300666432409
Novice,Regular,High,74.30605608250698
Intermediate,Regular,Moderate,64.72159609325675
Intermediate,Excellent,Moderate,69.53298298676178
Novice,Good,High,76.17853759172804
Novice,Good,high,81.40842069574944
Novice,Regular,High,58.9370123566629
Novice,Good,Moderate,46.04815059917789
Novice,Limited,Very High,59.949204567997924
Advanced,Regular,High,80.57291528681353
Expert,Unknown,High,77.48394837201265
Intermediate,Excellent,High,71.27494664536086
Intermediate,Regular,Moderate,62.07640007654283
Novice,Excellent,High,65.51435732501172
Intermediate,Excellent,Moderate,69.67578852395339
Intermediate,Good,Moderate,63.81512423047022
Intermediate,Good,High,70.26688427407072
Intermediate,Good,Moderate,65.43294144020155
Novice,Good,Moderate,48.12395630307948
Novice,Regular,Low,29.102835898197736
expert,Excellent,High,91.78865065463228
Intermediate,Good,Low,80.08121241454288
Advanced,Regular,Moderate,70.78867371903246
Novice,Limited,High,60.21102899020937
Novice,Excellent,High,77.15878261713141
Intermediate,Good,High,63.51386780464896
Expert,Good,Moderate,85.29045672667404
Advanced,Regular,Low,74.33801007123833
Expert,Good,Moderate,80.60315355055675
Advanced,Regular,Very High,96.92043438124077
Advanced,Good,Moderate,94.49126455198069
Intermediate,Regular,Moderate,67.02646675623409
Novice,Good,Low,54.70576279713722
Intermediate,Excellent,High,83.1855743777762
Intermediate,Good,Unknown,72.83271476399054
Intermediate,Excellent,Moderate,75.15579769928786
Novice,Limited,High,56.04444953380099
Intermediate,Excellent,Moderate,77.35433679238068
Intermediate,Excellent,High,73.7732067927184
Intermediate,Good,High,75.96075340323723
Expert,Limited,Unknown,92.1851734322583
Novice,Unknown,High,67.8924126887759
Intermediate,Limited,Moderate,59.79504257417598
Novice,Limited,Low,31.82250969047582
Intermediate,Regular,Very High,81.93753429279941
Expert,Good,High,86.9687786763947
Intermediate,Good,Low,63.357328170300605
Novice,Good,Moderate,52.021252116404284
Intermediate,Good,Moderate,71.67221124249238
Intermediate,Good,Low,66.90638684869253
Advanced,Good,High,88.97242769621467
Novice,Regular,Moderate,51.3301767354187
Intermediate,Regular,Very High,81.80628623238064
Intermediate,Good,Moderate,52.24864337236988
Expert,Limited,Moderate,84.98123861409115
Advanced,Good,Low,70.41230151305322
Intermediate,Regular,Moderate,48.125071925394295
Intermediate,Regular,Very High,72.39717654231238
Novice,Good,High,54.72601957119981
Advanced,Excellent,Moderate,90.13264827422196
Novice,Excellent,Very High,63.473978764269035
Advanced,Limited,High,86.65762593735275
Novice,Good,Low,41.49433547965502
Intermediate,Good,Low,69.97536298132663
Novice,Excellent,Moderate,65.24279935242983
Intermediate,Limited,Low,48.75044518704603
Intermediate,Good,High,87.13316525336626
Novice,Regular,High,57.35616891155935
Intermediate,Excellent,High,89.58184478102241
Expert,Good,Low,75.08572503348243
Intermediate,Good,Very High,79.61812612471248
Novice,Good,Moderate,63.054750697717274
Intermediate,Regular,High,60.92694198391765
Novice,Limited,Moderate,30.574743042731413
Intermediate,Regular,Moderate,68.372158032489
Intermediate,Regular,High,73.18132887992385
Advanced,Good,Low,71.82338160008679
Intermediate,Excellent,Very High,93.41989887693887
Intermediate,Excellent,Low,73.77931282575679
Expert,Good,Moderate,90.88244396478406
Novice,Good,Moderate,60.51511477852151
Intermediate,Good,Moderate,77.87831789853882
Intermediate,Unknown,Very High,77.06843222196092
Advanced,Regular,Moderate,63.9369541540689
Intermediate,Unknown,High,85.20748661317234
Novice,Excellent,Low,58.1444025997068
Advanced,Good,Low,78.48040139080132
Intermediate,Excellent,High,85.24065307220506
Intermediate,Good,High,79.35830089834182
Advanced,Good,Moderate,74.3428278537834
Advanced,good,Moderate,97.92464422617252
Intermediate,Good,High,85.6310386229065
Intermediate,Regular,high,60.87310589675597
Intermediate,Good,High,71.21510223160888
Advanced,Good,High,77.01221930641478
Advanced,Good,Moderate,83.39935653470201
Intermediate,Limited,Moderate,51.76870922380262
Advanced,Excellent,High,85.91242261681913
Advanced,Limited,High,74.8056145552817
Novice,Excellent,High,63.2119874540283
Novice,Regular,High,55.632324060462544
Intermediate,Excellent,High,80.63068314442482
Advanced,Good,Moderate,67.8971029145111
Expert,Regular,Moderate,90.64917271199796
Novice,Regular,Moderate,64.62015717768003
Advanced,Good,Low,71.6680047645057
Novice,Good,Moderate,53.123868127322545
Novice,Excellent,Moderate,65.65742070477981
Advanced,Good,Very High,77.48065246670825
Advanced,Good,Low,71.67417787108126
Novice,Excellent,High,69.3815211615162
Novice,Limited,Moderate,43.368304958525684
Expert,Regular,Very High,79.20550496108808
Novice,Limited,Moderate,29.603307069110393
Novice,Good,Low,48.74502202912643
Novice,Regular,High,54.2390927827607
Advanced,Regular,Very High,90.91284865810653
Expert,Good,High,81.54672669867341
Expert,Good,Very High,97.31852387446354
Intermediate,Good,Low,56.11901636059746
Advanced,Good,Moderate,68.13044707764237
Intermediate,Excellent,Very High,69.69338797037275
Novice,Excellent,Low,61.09918781547351
Intermediate,Regular,High,62.24041112465034
Advanced,Good,Very High,85.1841565773232
Novice,Good,Moderate,41.834290300205296
Advanced,Excellent,Low,95.35278116344298
Intermediate,Good,Moderate,70.02749573601503
Intermediate,Regular,High,82.32552913125139
Novice,Unknown,High,68.8294529132025
Intermediate,Unknown,Very High,78.40585639329402
Novice,Excellent,Very High,74.11356427008455
Expert,Excellent,Very High,96.27833232732677
Expert,Excellent,Low,95.91859311725015
Intermediate,Regular,Moderate,58.0626206003036
Advanced,Limited,Very High,78.99460745665493
Advanced,Good,Very High,95.27604238209256
Intermediate,Regular,High,67.13979896634824
Intermediate,Limited,High,68.2930079451505
Expert,Good,High,93.62780290016985
Intermediate,Regular,High,71.22426180773513
Intermediate,Regular,Moderate,69.65679459486674
Intermediate,Regular,High,76.69285326014652
Intermediate,Regular,Very High,67.5094516252101
Advanced,Excellent,High,98.7238501811314
Novice,REGULAR,Moderate,45.64370228649955
Novice,Good,High,60.4276454814115
Advanced,Regular,High,94.36211639415735
Novice,Good,High,63.330757337909375
Intermediate,Good,Moderate,73.12554202237193
Intermediate,Excellent,High,72.97173378703692
Expert,Excellent,Moderate,96.36933317369893
Intermediate,Regular,High,63.99557766372696
Novice,Regular,Very High,72.93979049496912
Advanced,Excellent,Very High,90.05757340134635
Expert,Good,High,98.59937264903938
Advanced,Excellent,Moderate,94.25456438827418
Intermediate,Regular,Moderate,72.304983988287
Intermediate,Excellent,Moderate,52.360108206545306
Expert,Good,High,88.01409936860586
Advanced,Regular,Moderate,77.38044937105118
Intermediate,Regular,High,77.41900659546471
Advanced,Regular,Very High,76.14997962761561
Intermediate,Good,High,69.5596173001278
Intermediate,Regular,Moderate,66.65003540200934
Novice,Good,Moderate,56.58567135488195
Novice,Regular,High,54.58219060938597
Intermediate,Good,High,77.69134173895166
Advanced,Good,Moderate,85.4748096970258
novice,Good,Low,50.67871265824149
Novice,Good,Very High,64.79629626448728
Novice,Good,Moderate,64.71173091470668
Novice,Excellent,Very High,83.66090478505917
Expert,Excellent,Moderate,90.41435725913266
Advanced,Regular,High,83.5463210403145
Novice,Regular,Moderate,55.5089819066805
Advanced,Good,Moderate,78.13354351311874
Novice,Excellent,Moderate,60.438965955069506
Intermediate,Limited,Low,46.05920907805061
Intermediate,Good,Low,63.03826311188526
Intermediate,Good,High,71.96907684849461
Advanced,Excellent,Low,65.80100167618934
Advanced,Excellent,Moderate,89.84512540926079
Advanced,Excellent,High,93.42028230175568
Intermediate,Excellent,High,82.41825569906122
Intermediate,Good,low,59.92197373947494
Intermediate,regular,High,77.7901808330351
Advanced,Limited,Moderate,55.961329357438174
Advanced,Good,Moderate,84.34760132904066
Intermediate,Limited,Very High,52.28153064479931
Advanced,Excellent,High,77.92380542295089
Novice,Excellent,High,70.00721911977652
Novice,Limited,High,43.09376971756757
Intermediate,Good,Moderate,63.55052921726972
Intermediate,Excellent,Low,76.59918861293109
Advanced,regular,Moderate,74.5959068906022
Novice,Limited,Low,30.891589870966552
Novice,Good,Moderate,60.36575801526438
Intermediate,Regular,Moderate,71.15431122234364
Intermediate,Good,Very High,75.83770848381707
Advanced,Excellent,Moderate,84.8188179305312
Novice,Excellent,High,63.64069219951558
Novice,Good,High,58.09302160548147
Expert,Good,High,88.60289235777196
Intermediate,Good,High,100.0
Intermediate,Regular,Moderate,63.136011373584985
Novice,Regular,Moderate,66.48790061690714
Expert,Limited,MODERATE,71.42199834251258
Intermediate,Regular,Very High,76.41603678659155
Intermediate,Regular,Very High,76.59843797168188
Intermediate,Good,Moderate,46.14262264214822
Intermediate,Good,Very High,74.87603811508257
Advanced,Limited,High,78.2707871407402
Intermediate,Excellent,Moderate,63.76205819198634
Intermediate,Regular,Moderate,60.1991700700332
Novice,Good,High,67.46066443227264
Intermediate,Regular,Low,48.740357002403016
Novice,Good,Very High,67.2562686797649
Intermediate,Regular,Moderate,68.91871465901838
Novice,Regular,Low,54.86585264480127
Intermediate,Good,Very High,78.37532183491118
Intermediate,Good,Very High,79.52198032419506
Intermediate,Good,Very High,83.42149511667012
Expert,Regular,Moderate,88.64847864089066
Novice,Regular,High,67.64822114371869
Intermediate,Excellent,High,70.15371331945349
Expert,Good,High,99.98723072919705
Intermediate,Excellent,Low,84.87189634983555
Advanced,Good,Moderate,67.7324439890327
Intermediate,Limited,High,63.66065658781367
Expert,Regular,High,95.38922545765028
Intermediate,Good,Moderate,63.88871849249504
Intermediate,Limited,High,56.777259565124666
Novice,Excellent,Moderate,61.78737517723299
Unknown,Good,High,58.58212777885769
Novice,Good,Low,62.8103091557213
Intermediate,Good,High,86.84613915475839
Intermediate,Excellent,High,71.86547440195348
Intermediate,Regular,Very High,87.98806875328307
Intermediate,Excellent,Moderate,56.45978271243736
Novice,Good,High,74.62850546758402
Advanced,Good,High,86.61243678943723
Expert,Regular,Very High,82.25268445063722
Intermediate,Good,High,69.02792414952138
Novice,Regular,High,60.94344483368889
Intermediate,Good,Moderate,68.09766914000532
Advanced,Good,Moderate,73.08975641384473
Novice,Regular,High,73.95770196708659
Novice,Regular,High,76.25292369173563
Advanced,Good,Very High,84.82787058695672
Novice,Excellent,Moderate,68.4483896044122
Novice,Regular,Moderate,43.557731722040735
Novice,Excellent,Low,50.403891198509555
Novice,Good,Very High,84.06720903468401
Advanced,Good,High,76.76570321088596
advanced,Excellent,Moderate,85.13949450101526
Intermediate,Excellent,Low,76.10744969125672
Intermediate,Good,Low,67.79012568845143
Expert,Excellent,High,100.0
Novice,Regular,High,68.06846523532874
Intermediate,Regular,Low,48.489443510610066
Novice,Regular,Low,31.88939838135925
Intermediate,Limited,Moderate,58.506728830122704
