pet_species,breed,age_years,weight_status,living_situation,exercise_level,conditions_count,allergies_count,health_risk_score
Cat,Manx,5.236620197146097,Normal,Outdoor,Active,0,0,0.046071834417622526
Cat,Manx,10.641037618386985,Overweight,House,Moderate,4,4,0.6763261280894974
Guinea Pig,Silkie,5.55563395649555,Normal,Outdoor,Moderate,0,0,0.10311100089715679
Bird,Macaw,5.808700707536687,Normal,Outdoor,Moderate,0,0,0.018451065796464116
Dog,Doberman,18.87168782930638,Overweight,Farm,Sedentary,1,4,0.7469182528565737
Bird,Mynah,18.463250789009734,Overweight,Apartment,Sedentary,1,1,0.6311949617499458
Guinea Pig,American,6.24515188647061,Normal,House,Light,2,0,0.3050850252459061
Rabbit,Angora,11.00325453356621,Overweight,Outdoor,Sedentary,3,4,0.829791216997113
Cat,Scottish Fold,9.673310478439936,Overweight,Apartment,Light,2,0,0.47470143498731265
Guinea Pig,American,5.067021585150168,Normal,Farm,Active,3,0,0.5182474880753776
Rabbit,Rex,5.383079150831736,Normal,Apartment,Active,1,1,0.02746107260780851
Bird,Cockatiel,3.8235091252879005,Normal,Farm,Active,0,0,0.29280511577171864
Bird,Lovebird,5.043156109411575,Normal,Apartment,Moderate,1,1,0.19093990721367593
Bird,Macaw,1.4093206393438504,Normal,Farm,Moderate,1,0,0.21076692775791742
Cat,Birman,10.443647214172206,Normal,Outdoor,Light,2,0,0.30105555458718414
Bird,Lovebird,6.403557279755025,Normal,Farm,Active,1,0,0.28649049836935087
Bird,Cockatiel,5.3242566832027345,Normal,House,Moderate,1,1,0.12576509196452054
Bird,Macaw,9.47274575844171,Normal,House,Active,1,2,0.5160670479109152
Dog,Shih Tzu,8.90839690762705,Normal,House,Moderate,1,0,0.40880144757460113
Cat,Mixed Breed,10.217733762413296,Normal,Outdoor,Active,3,1,0.45501601941836556
Rabbit,Angora,13.215542765412698,Overweight,Outdoor,Moderate,3,1,0.7596350062713597
Guinea Pig,Baldwin,17.01800407407652,Obese,House,Sedentary,1,2,0.9042561934660365
Dog,Shepherd Mix,7.779866989472635,Normal,Apartment,Active,2,0,0.5166581308178395
Guinea Pig,Mixed Breed,4.729397419096761,Normal,House,Active,1,0,0.010255162166590325
Bird,Mixed Species,8.741525689647165,Overweight,Outdoor,Light,2,1,0.4587444435952554
Dog,Poodle,12.442121553996088,Obese,Outdoor,Sedentary,5,1,0.8391413583941276
Dog,German Shepherd,9.836682896569151,Normal,Farm,Active,0,1,0.548607120742501
Guinea Pig,Abyssinian,6.100707266095527,Normal,Apartment,Moderate,0,1,0.18883609280202895
Guinea Pig,Abyssinian,7.821087326287168,Normal,Farm,Active,3,1,0.5562579506830041
Hamster,Chinese,9.56725815902867,Overweight,Apartment,Light,1,0,0.40006734151646856
Cat,Birman,5.4767283922491075,Normal,Outdoor,Moderate,1,0,0.08123995379981523
Dog,Siberian Husky,18.10157786235978,Overweight,Apartment,Moderate,1,2,0.9390220230730494
Guinea Pig,Skinny Pig,1.4881515071831184,Normal,Farm,Active,1,1,0.2592702093389296
Hamster,Syrian,10.113306445507765,Overweight,Apartment,Sedentary,4,2,0.8200429020620459
Guinea Pig,Abyssinian,5.561971561352372,Normal,House,Active,0,1,0.16331762768241215
Cat,Orange Tabby,10.9148089655215,Normal,House,Moderate,3,1,0.48155964588394584
Bird,Parakeet,9.842242320527507,Overweight,Outdoor,Active,1,1,0.5011130187075029
Dog,Poodle,6.394181015958868,Normal,House,Light,2,0,0.5437023975500416
Hamster,Chinese,2.6697767760606386,Normal,Farm,Active,1,1,0.07314730259761908
Bird,Mynah,5.3061756597361445,Normal,House,Moderate,1,0,0.049330557998836996
Dog,Shih Tzu,5.691576705685235,Overweight,Apartment,Light,0,2,0.5303778872539417
Rabbit,New Zealand White,16.733260855457388,Overweight,Outdoor,Sedentary,2,1,0.9084505073580927
Rabbit,Rex,18.66323009659279,Obese,Apartment,Moderate,5,2,0.7566089282441213
Rabbit,Tan,9.508771898935551,Overweight,Outdoor,Light,3,2,0.49422891672940594
Guinea Pig,Silkie,6.08093698796289,Overweight,House,Moderate,3,0,0.47640822725758775
Guinea Pig,Silkie,6.486781270354653,Normal,Apartment,Moderate,3,2,0.47784837508944566
Guinea Pig,Skinny Pig,7.222911192551054,Normal,Apartment,Moderate,0,0,0.49573483245475886
Rabbit,Mini Lop,10.350244961849313,Normal,Farm,Active,1,0,0.3912339526150169
Dog,Beagle,18.615381296602017,Obese,Outdoor,Moderate,5,4,0.7321871721961095
Dog,Boxer,2.649249034256099,Normal,House,Active,0,0,0.18693662117780696
Guinea Pig,Mixed Breed,7.4391247647673335,Normal,Outdoor,Active,1,2,0.46313569785344766
Bird,Finch,14.826621688507341,Overweight,Outdoor,Light,5,3,0.691410000459399
Dog,Terrier Mix,3.8679085896008822,Normal,Outdoor,Moderate,1,1,0.23411220239145722
Rabbit,Holland Lop,11.229514884088967,Overweight,Outdoor,Moderate,1,2,0.8628500503220405
Bird,Canary,5.01091066542587,Normal,Outdoor,Moderate,0,0,0.4020454081454004
Cat,Russian Blue,11.3795153972138,Obese,Farm,Moderate,1,1,0.9631566857349143
Rabbit,Dutch,12.968229434379786,Overweight,Apartment,Moderate,2,3,0.982190751298165
Rabbit,French Lop,1.885098901066824,Normal,Apartment,Active,0,0,0.2797695433978462
Guinea Pig,Abyssinian,11.737245702469009,Overweight,House,Sedentary,1,1,0.6928044269522879
Cat,Siamese,13.40205073946957,Overweight,House,Sedentary,4,1,0.8969527117580138
Dog,Shih Tzu,1.9681406469910363,Normal,Apartment,Active,0,0,0.2188408452108392
Cat,Persian,1.2163010354175903,Normal,Apartment,Moderate,0,0,0.12458832522486765
Rabbit,Tan,5.8879320301071925,Normal,Outdoor,Active,0,0,0.176361944392348
Cat,Bengal,15.073588705864571,Obese,Farm,Light,3,1,0.7100071193170274
Bird,Parrot,2.7880675878598518,Normal,House,Moderate,0,0,0.08707464704995062
Rabbit,Angora,19.573362562527237,Obese,House,Light,2,1,0.9121658117938952
Bird,Parakeet,10.231546176400176,Overweight,House,Light,3,1,0.4214415208382826
Guinea Pig,Baldwin,19.64157516476517,Overweight,Farm,Light,4,4,0.6073012267879224
Rabbit,New Zealand White,6.017409934634138,Normal,Farm,Moderate,0,0,0.2615614885784244
Rabbit,English Spot,12.749925752480761,Overweight,Apartment,Moderate,5,1,0.7563167243294835
Cat,Turkish Angora,11.840104014041426,Normal,Outdoor,Moderate,3,1,0.3827522256756873
Hamster,Dwarf Winter White,11.001353160014109,Overweight,House,Sedentary,2,1,0.6820293729597356
Rabbit,Tan,12.936219039562301,Obese,Apartment,Light,3,4,0.9412631488933978
Dog,Mixed Breed,5.55631403069556,Overweight,Outdoor,Light,1,2,0.3965531911620103
Dog,Pug,16.96183255664024,Obese,Outdoor,Light,2,4,0.7244624866504281
Cat,Mixed Breed,14.924858194647676,Obese,House,Moderate,5,3,0.7119512003731056
Rabbit,Angora,8.815003723320375,Overweight,House,Active,0,0,0.525764932799635
Cat,Turkish Angora,16.426275949733018,Overweight,Apartment,Moderate,3,2,0.7856106749179991
Bird,Macaw,1.7418014438885039,Normal,Apartment,Moderate,1,1,0.17226421805339598
Dog,German Shepherd,7.7018561260402265,Normal,Outdoor,Moderate,1,0,0.2594540387565731
Bird,Macaw,6.82071818018221,Overweight,Apartment,Moderate,1,0,0.30539149959409995
Cat,Ragdoll,5.794149544155755,Normal,Apartment,Moderate,0,0,0.028350484907625095
Bird,Mynah,11.199172952812981,Overweight,Apartment,Sedentary,2,2,0.8285213848831463
Rabbit,Tan,5.57936962191836,Normal,House,Active,1,1,0.019374861427455658
Hamster,Dwarf Winter White,11.022500239660891,Overweight,Apartment,Moderate,4,1,0.6932651559536569
Guinea Pig,Peruvian,9.540949985423595,Overweight,House,Light,2,0,0.46070278457113895
Hamster,Syrian,7.787190726824389,Normal,House,Moderate,0,2,0.3548568579808845
Hamster,Dwarf Winter White,2.688705502301948,Normal,House,Active,1,1,0.16034394826437254
Bird,Finch,10.908486193315007,Overweight,Outdoor,Light,4,4,0.657273983204725
Cat,Birman,11.388889696057959,Obese,House,Moderate,2,2,0.8266778189981165
Cat,Ragdoll,17.070978796117732,Overweight,House,Moderate,4,3,0.9669545045698681
Rabbit,Tan,11.658988249860872,Obese,House,Sedentary,3,3,0.7327975212810411
Rabbit,Flemish Giant,3.304097219285214,Normal,Outdoor,Active,0,1,0.00846973866366646
Guinea Pig,Peruvian,5.71776176720833,Normal,Farm,Moderate,0,1,0.11449247292844053
Hamster,Dwarf Campbell,17.991706777408204,Overweight,Apartment,Sedentary,2,4,0.6192670864960104
Rabbit,Tan,2.1630590784475734,Normal,House,Active,0,0,0.06015130400846991
Dog,Pit Bull,8.917658571358345,Normal,Apartment,Light,1,2,0.5329624813256892
Cat,Orange Tabby,11.637273388486088,Overweight,Farm,Moderate,2,0,0.43683179857121446
Dog,Doberman,11.285973014731233,Obese,Outdoor,Sedentary,4,4,0.7702546040274731
Guinea Pig,Texel,6.252868158930962,Normal,Apartment,Active,2,2,0.3647597412173504
Hamster,Roborovski,12.717473417438702,Obese,Outdoor,Moderate,4,2,0.8198161151634948
Rabbit,Dwarf Hotot,6.024544238315307,Overweight,Farm,Light,2,0,0.3564234034932787
Bird,Parakeet,19.063075445704825,Obese,Farm,Sedentary,4,3,0.8299299722266424
Hamster,Roborovski,15.025040633205334,Overweight,Outdoor,Sedentary,3,4,0.925169276948632
Cat,Orange Tabby,11.315790102842884,Normal,Outdoor,Active,3,0,0.3661776930679991
Hamster,Dwarf Campbell,6.002201468062702,Normal,Apartment,Moderate,1,0,0.1650701733823659
Rabbit,Tan,9.933712228719058,Normal,Farm,Active,1,2,0.43427544369477644
Cat,Manx,16.782438414039785,Obese,Outdoor,Sedentary,4,1,0.9615950933151508
Bird,Mynah,10.602722881912232,Overweight,House,Moderate,1,1,0.42801099297732503
Hamster,Mixed Breed,11.506160573240312,Overweight,Apartment,Light,2,0,0.4950174912085267
Dog,Pug,7.769429227156025,Normal,Apartment,Moderate,1,1,0.14908489338805123
Rabbit,Tan,6.1675711081461175,Normal,Farm,Active,1,1,0.008401129096906712
Hamster,Dwarf Campbell,16.778750455094013,Obese,Outdoor,Light,4,2,0.721038981737101
Guinea Pig,Mixed Breed,15.155896052193054,Overweight,House,Sedentary,5,3,0.9044155027512293
Dog,Poodle,10.22391218900562,Overweight,Apartment,Moderate,0,1,0.31956152702488494
Dog,Great Dane,4.109302409149444,Normal,House,Active,0,1,0.020749276643612192
Guinea Pig,Baldwin,14.282233552613995,Overweight,Farm,Sedentary,4,3,0.7991310584225481
Guinea Pig,Abyssinian,11.383717213640551,Normal,Outdoor,Light,1,2,0.48933426401184354
Dog,Shepherd Mix,6.9087188817205085,Normal,Farm,Active,1,1,0.11068785059510146
Rabbit,Californian,18.618862261562164,Obese,House,Light,3,1,0.8168208299140314
Guinea Pig,American,13.878051790799127,Obese,Outdoor,Moderate,2,1,0.7078586414379541
Dog,Siberian Husky,8.614850305441232,Normal,Apartment,Light,1,2,0.4950800028694087
Bird,Parrot,7.396889085737935,Normal,Farm,Active,2,1,0.38254698720817604
Cat,Orange Tabby,5.065201727116919,Normal,House,Active,0,1,0.07953491420209671
Cat,Scottish Fold,3.018022971772878,Normal,Farm,Active,0,1,0.049784748170498994
Cat,Turkish Angora,19.78688240784078,Obese,Outdoor,Light,2,4,0.9048262935796357
Rabbit,Tan,9.293264050076502,Overweight,Apartment,Moderate,2,0,0.36220633475059066
Guinea Pig,Skinny Pig,7.558011545819742,Overweight,Apartment,Moderate,3,0,0.5006615990658259
Guinea Pig,Texel,9.708175709902424,Normal,Outdoor,Light,1,2,0.5860591558682797
Bird,Cockatiel,11.60633854355559,Overweight,House,Sedentary,5,4,0.9593696483626541
Rabbit,Flemish Giant,2.765072138577536,Normal,Apartment,Moderate,1,0,0.09923076606728633
Cat,Bengal,6.618496590216802,Overweight,Apartment,Active,2,1,0.5305695094164811
Rabbit,Dutch,2.913310587683836,Normal,House,Active,1,1,0.11182630633198595
Cat,British Shorthair,8.882831380782477,Overweight,Apartment,Active,3,0,0.5594881019365292
Rabbit,Mixed Breed,1.1847159630992112,Normal,Apartment,Moderate,0,0,0.08629586642095646
Dog,German Shepherd,6.7114117955543255,Normal,Apartment,Active,0,0,0.19353290109781235
Cat,British Shorthair,5.583893764169114,Normal,Outdoor,Active,0,0,0.17767043630411095
Rabbit,Holland Lop,7.5790735100625914,Normal,Outdoor,Active,1,0,0.11513784105740643
Rabbit,Flemish Giant,5.249416212929924,Overweight,Outdoor,Moderate,0,1,0.43732734651530425
Bird,Parakeet,7.867497767153629,Overweight,Farm,Active,2,2,0.43560673172203546
Cat,Ragdoll,1.2934214403130206,Normal,House,Moderate,0,0,0.038485719566577516
Bird,Parakeet,2.806709558783221,Normal,Outdoor,Moderate,0,0,0.25346071039989665
Rabbit,Holland Lop,5.4305231328199195,Normal,Apartment,Moderate,1,1,0.026716628704752287
Dog,Rottweiler,5.277787858712231,Normal,House,Moderate,0,1,0.12296093430819122
Hamster,Syrian,11.696392040203502,Overweight,Farm,Light,3,2,0.5035224647444779
Guinea Pig,Mixed Breed,8.792028689184122,Normal,Apartment,Active,1,1,0.4093705206139573
Bird,Finch,3.1010517717741957,Normal,House,Moderate,0,1,0.2685896293144118
Bird,Mynah,19.030890597921243,Obese,Apartment,Sedentary,4,4,0.970717151103752
Hamster,Dwarf Winter White,10.710136057117966,Obese,Farm,Sedentary,5,2,0.9407023129754641
Hamster,Dwarf Campbell,6.532805377670781,Normal,Outdoor,Active,3,1,0.34383567016998623
Cat,Scottish Fold,7.144144065264296,Normal,Outdoor,Active,3,0,0.36063564150009136
Rabbit,Californian,4.9632690415083704,Normal,Farm,Active,0,1,0.17973474267154968
Bird,Finch,3.164242578415283,Normal,House,Active,0,1,0.280084580391883
Rabbit,Rex,7.936372822000392,Overweight,House,Active,1,2,0.422888982467437
Bird,Finch,2.137628267616614,Normal,House,Active,1,0,0.25535396041107467
Dog,Yorkshire Terrier,2.3363057348649012,Normal,Apartment,Moderate,1,0,0.005199352243114663
Bird,Mynah,7.189276612160211,Normal,Farm,Moderate,0,0,0.259676024262719
Guinea Pig,Abyssinian,11.916400435440076,Obese,Farm,Sedentary,3,1,0.9294000016661222
Hamster,Syrian,10.091176907970475,Overweight,Farm,Moderate,2,1,0.36570463555699045
Guinea Pig,Silkie,6.884776492226266,Overweight,House,Moderate,3,2,0.5493748632801707
Cat,Cornish Rex,14.124153969110246,Overweight,Apartment,Light,4,4,0.9514310875493346
Rabbit,Flemish Giant,1.3353608729080333,Normal,Farm,Active,1,0,0.20128571262063855
Bird,Parakeet,10.043590710478137,Overweight,Outdoor,Sedentary,2,2,0.9889928072999679
Bird,Finch,18.681217001992817,Obese,House,Moderate,3,4,0.7441743066654538
Guinea Pig,Silkie,7.377560135612799,Normal,Farm,Moderate,0,0,0.08237560587482343
Dog,Pit Bull,17.635236022512913,Obese,House,Light,2,2,0.7548842700867233
Cat,Tabby Mix,2.4628903681068084,Normal,Farm,Moderate,1,0,0.1944456537214807
Cat,Maine Coon,8.105339218848606,Normal,Apartment,Active,1,0,0.5837069282210186
Cat,Maine Coon,19.29487102545241,Overweight,Farm,Sedentary,2,2,0.6922572315046445
Guinea Pig,Peruvian,6.835890877289635,Normal,Farm,Moderate,2,1,0.5539225857665753
Rabbit,Angora,10.284659545331426,Obese,Outdoor,Moderate,4,3,0.7957421466163865
Cat,Russian Blue,4.502789272040763,Normal,Farm,Moderate,0,0,0.21043587795058147
Rabbit,Holland Lop,1.704615914658406,Normal,Outdoor,Moderate,1,1,0.16483060266916896
Cat,Tabby Mix,9.321075685582064,Normal,Farm,Active,1,0,0.5144780370208747
Guinea Pig,Skinny Pig,10.554640202782753,Normal,Outdoor,Active,1,2,0.5586689052595845
Dog,Golden Retriever,10.349811625607952,Overweight,House,Moderate,3,2,0.5020481613657715
Dog,Chihuahua,11.166145563063278,Overweight,Farm,Active,1,0,0.5314495231447603
Hamster,Dwarf Campbell,12.305482672332428,Obese,Apartment,Moderate,3,1,0.7091453457271818
Guinea Pig,Mixed Breed,17.084101149662906,Obese,Outdoor,Light,4,4,0.7947474366441881
Bird,Cockatiel,10.997152404210166,Obese,Outdoor,Sedentary,5,2,0.7104040284971537
Dog,French Bulldog,6.815993527942598,Normal,House,Active,0,0,0.011494619136671458
Dog,Labrador Retriever,8.090156376319527,Overweight,Farm,Light,0,2,0.5223177979905749
Dog,Chihuahua,3.2500206297526586,Normal,Apartment,Moderate,0,0,0.23494357935140883
Guinea Pig,Peruvian,6.0276418969900725,Normal,House,Active,0,0,0.42658405521811926
Bird,Canary,6.745547002048975,Normal,Apartment,Moderate,1,0,0.17946428167210624
Bird,Canary,14.925076813831037,Obese,Farm,Sedentary,5,3,0.6404286669214004
Guinea Pig,Peruvian,9.489037667743442,Normal,House,Moderate,0,0,0.3045214114448354
Guinea Pig,Peruvian,3.084633955613081,Normal,Farm,Active,1,0,0.03814595032393261
Dog,Great Dane,5.6137249745907365,Normal,House,Active,1,1,0.009094376738345877
Cat,Birman,1.8551739401061407,Normal,House,Moderate,0,0,0.1838430025191976
Guinea Pig,Skinny Pig,11.34812501740964,Overweight,Outdoor,Sedentary,1,3,0.6164979153530641
Hamster,Syrian,10.966414981044078,Normal,House,Moderate,0,2,0.5792062930971833
Rabbit,Dutch,17.684872941095378,Obese,Farm,Moderate,1,2,0.9445531072809474
Bird,Lovebird,5.882845513254831,Normal,Outdoor,Active,1,0,0.01524961269498859
Guinea Pig,Silkie,9.148811491793577,Normal,Apartment,Light,1,0,0.3730237128909847
Cat,Ragdoll,19.10680324465818,Overweight,House,Moderate,1,2,0.7083959241362766
Dog,Shih Tzu,9.685224992095971,Overweight,Farm,Moderate,3,2,0.48011740411105963
Rabbit,Tan,11.737919865862747,Overweight,Farm,Moderate,5,1,0.7959597141331052
Dog,Poodle,3.4549609330848017,Normal,Outdoor,Moderate,1,1,0.13622101116293173
Dog,Boxer,6.890524832020259,Normal,Farm,Moderate,1,1,0.026088850262213914
Hamster,Syrian,3.0126343285216426,Normal,House,Moderate,0,0,0.25996543325658367
Rabbit,Rex,13.042570768964,Overweight,House,Sedentary,5,3,0.9600674265265369
Dog,Beagle,1.6086692807698686,Normal,Outdoor,Moderate,1,1,0.2059277335082548
Dog,Beagle,6.77056713497076,Overweight,House,Moderate,2,0,0.48283046956653985
Bird,Macaw,11.273756452111508,Normal,Outdoor,Moderate,3,0,0.5217101476233873
Dog,Dalmatian,14.55037245198871,Obese,Outdoor,Light,3,2,0.7677327631986639
Guinea Pig,Skinny Pig,2.199100733621375,Normal,House,Active,0,0,0.2103584264685053
Hamster,Dwarf Campbell,5.848506259223027,Normal,Apartment,Active,0,0,0.06016373843968702
Dog,Chihuahua,14.834519470448782,Obese,Apartment,Sedentary,2,2,0.7641672863467952
Bird,Lovebird,14.93390721526681,Obese,House,Sedentary,2,2,0.8401505256011819
Bird,Conure,19.151703154158817,Overweight,Outdoor,Sedentary,3,3,0.7049026119318593
Guinea Pig,Abyssinian,5.417017201352852,Normal,Apartment,Light,3,1,0.39663326790345954
Bird,Conure,10.428037041367482,Normal,House,Moderate,0,0,0.4149662291088935
Cat,Birman,9.29240222418043,Normal,Farm,Light,1,2,0.34120293569424726
Dog,Beagle,9.837270326230447,Normal,Outdoor,Moderate,0,1,0.48656169842169283
Hamster,Mixed Breed,7.887744296546329,Normal,Farm,Moderate,0,0,0.041918065624621366
Guinea Pig,Texel,7.187907688959539,Normal,Apartment,Moderate,1,0,0.19147041510154741
Cat,Russian Blue,4.940904036207785,Normal,Farm,Active,1,0,0.007059910139495351
Cat,Black Cat,7.4164789385987975,Normal,House,Moderate,1,1,0.23701097980791452
Hamster,Syrian,6.041570998060657,Normal,Apartment,Moderate,0,1,0.2788674166303542
Bird,Cockatiel,7.023527434811909,Normal,House,Moderate,1,1,0.07293096450109972
Cat,Russian Blue,8.311073462375449,Normal,Apartment,Moderate,0,2,0.5510512050764358
Guinea Pig,Peruvian,11.6028415420604,Overweight,Outdoor,Active,2,0,0.3514627459175933
Dog,Shepherd Mix,6.6881692835461255,Normal,Farm,Light,1,2,0.48050661540209216
Guinea Pig,Baldwin,7.744619436533715,Normal,Farm,Active,1,0,0.22402898162888724
Dog,Doberman,13.727928928328256,Overweight,Farm,Sedentary,4,2,0.7426086450954335
Dog,Pit Bull,7.859079912658205,Normal,Apartment,Active,0,1,0.2667802922656439
Rabbit,French Lop,13.625559334137456,Obese,Outdoor,Light,4,3,0.9143870827755953
Bird,Canary,7.406711612130017,Normal,House,Active,3,2,0.5937509965002035
Bird,Canary,2.42319329579884,Normal,Apartment,Active,0,0,0.1253108592481004
Bird,Macaw,9.372620539238957,Normal,Outdoor,Active,0,1,0.3818124968330053
Cat,Birman,8.055683741106,Normal,Outdoor,Light,3,1,0.4363789708270233
Bird,Lovebird,7.937280264835643,Overweight,Farm,Moderate,3,1,0.48060487388676965
Guinea Pig,Peruvian,15.314195158459984,Obese,House,Sedentary,3,2,0.6650823524836774
Rabbit,Tan,14.309225700899567,Obese,Outdoor,Moderate,1,2,0.7130933981303077
Rabbit,French Lop,6.874185938356755,Normal,House,Moderate,1,0,0.10956496473291517
Cat,Birman,19.12678894910576,Obese,Farm,Sedentary,5,1,0.9638525049661963
Rabbit,Rex,6.148568183765588,Overweight,Outdoor,Light,2,1,0.5925516850069659
Dog,Terrier Mix,7.32341663206318,Normal,House,Active,1,0,0.020721877782723528
Hamster,Mixed Breed,15.770936988447218,Overweight,Outdoor,Sedentary,4,1,0.6839982604295005
Bird,Conure,1.488333069241376,Normal,House,Active,1,1,0.27045698914897637
Guinea Pig,Abyssinian,7.242984806474983,Normal,Outdoor,Active,2,1,0.4231819569088092
Dog,Cocker Spaniel,6.94516962805511,Normal,Apartment,Active,1,1,0.05502528112007662
Guinea Pig,American,5.40200703001645,Normal,Farm,Active,0,1,0.11815732840882812
Dog,Poodle,10.343808225706525,Normal,House,Light,2,0,0.3089267166549295
Cat,Siamese,6.007403504045996,Normal,Apartment,Moderate,0,1,0.11253367947812348
Hamster,Syrian,11.492949020805323,Normal,Apartment,Moderate,0,2,0.5436674915593973
Bird,Mixed Species,18.79036786380784,Obese,Farm,Light,4,4,0.8262794051387792
Dog,Dalmatian,3.662079952514385,Normal,Farm,Moderate,1,0,0.1698332827331013
Dog,Dachshund,1.4247607355330971,Normal,Outdoor,Moderate,1,1,0.1784138921230334
Rabbit,Dutch,11.430338896194112,Overweight,Outdoor,Light,2,3,0.9634037079293378
Guinea Pig,American,4.798654432892888,Normal,House,Active,1,0,0.165431130082411
Bird,Parrot,2.0356853787540192,Normal,Farm,Moderate,0,0,0.22513146760966374
Dog,Pug,12.34546990844563,Overweight,Farm,Moderate,4,4,0.946178344424379
Rabbit,French Lop,15.681344196247874,Obese,Farm,Moderate,4,4,0.9484189496240224
Guinea Pig,Skinny Pig,10.19616561346102,Normal,Apartment,Light,0,0,0.31356851885262044
Guinea Pig,Skinny Pig,17.985027610237594,Overweight,House,Sedentary,5,4,0.9976077974572337
Cat,Black Cat,9.4907941800533,Normal,House,Active,3,2,0.5374390097554271
Bird,Finch,6.183202099214384,Normal,House,Moderate,0,0,0.02464634795922299
Rabbit,Mixed Breed,6.524101895412011,Normal,House,Moderate,0,0,0.09981269206803102
Hamster,Chinese,6.656026801850503,Normal,Apartment,Light,2,1,0.3769954022031524
Rabbit,New Zealand White,6.536230968226778,Overweight,House,Light,3,2,0.4327848023646239
Dog,Rottweiler,2.9295662959644013,Normal,Farm,Active,1,0,0.08857516765039321
Guinea Pig,Peruvian,5.110596839658707,Overweight,Apartment,Light,3,2,0.3639522260268242
Cat,Manx,1.8540224889280004,Normal,House,Moderate,1,0,0.09637194469801776
Cat,Mixed Breed,8.553582883117965,Normal,Apartment,Light,2,0,0.33742940266030425
Guinea Pig,Skinny Pig,14.431534758852678,Overweight,Farm,Light,3,3,0.6593030953958016
Cat,Abyssinian,9.191360179631491,Normal,Farm,Active,2,0,0.5672288560486224
Rabbit,English Spot,7.8742892724233355,Normal,Apartment,Moderate,0,1,0.08496622801576094
Rabbit,Tan,11.849372718463645,Obese,Outdoor,Light,2,3,0.8900352785341231
Dog,Husky,5.235230118737007,Normal,Apartment,Moderate,0,0,0.07836752296820294
Dog,Bulldog,6.140195378058503,Normal,Outdoor,Active,0,1,0.2277566960584707
Cat,Tabby Mix,18.281383623269548,Obese,Farm,Light,4,1,0.6182769377990941
Dog,Boxer,8.66025232272747,Overweight,Outdoor,Light,3,1,0.43952114316898105
Guinea Pig,Skinny Pig,18.398309324195047,Obese,Apartment,Sedentary,2,2,0.7708094843453561
Bird,Canary,5.540420896746063,Normal,Farm,Moderate,0,1,0.14686611593118004
Rabbit,Tan,13.322430895631687,Overweight,Farm,Moderate,2,3,0.7597705150731332
Hamster,Dwarf Winter White,9.694567468015945,Overweight,Apartment,Moderate,0,1,0.42585451936122853
Dog,Cocker Spaniel,7.068018342980971,Normal,Apartment,Moderate,1,1,0.1879247604784481
Rabbit,French Lop,6.014318257585607,Normal,House,Active,3,0,0.38120393152255005
Dog,Pug,17.41521226790475,Overweight,Apartment,Sedentary,5,2,0.9103676400404228
Guinea Pig,Skinny Pig,10.147707316060739,Normal,Outdoor,Light,3,2,0.4847679434883388
Bird,Conure,10.233990808613031,Overweight,House,Moderate,3,2,0.9052323499377832
Dog,Pug,3.8338751110103284,Normal,Farm,Moderate,0,1,0.22328883268494154
Guinea Pig,American,14.085255283531465,Overweight,Apartment,Light,1,2,0.9698818070522325
Rabbit,Angora,14.149319746688793,Obese,Farm,Sedentary,4,3,0.8228702696482755
Bird,Parrot,1.1143491961953873,Normal,Outdoor,Active,1,0,0.02438568844166099
Rabbit,Tan,14.467858458151472,Obese,Apartment,Sedentary,2,3,0.7837885347996963
Guinea Pig,Skinny Pig,7.570012786856331,Normal,House,Active,1,0,0.269481858978665
Bird,Finch,6.505678298398413,Normal,House,Active,1,0,0.12375692650611146
Cat,Sphynx,12.836856822351486,Obese,Outdoor,Sedentary,4,2,0.8123238551571451
Dog,Husky,4.46458308363925,Normal,Farm,Active,0,1,0.20670594580366936
Hamster,Chinese,5.544849215630088,Normal,Outdoor,Active,1,0,0.19355306732852784
Bird,Finch,16.91171464022076,Overweight,House,Sedentary,3,3,0.6955854760698152
Dog,Boxer,9.079896098961129,Normal,House,Light,1,0,0.5474791631465394
Guinea Pig,Baldwin,11.885752039027704,Normal,Outdoor,Moderate,3,1,0.3185640298725259
Dog,Siberian Husky,2.7723474443626865,Normal,Apartment,Active,0,0,0.024915782646901908
Bird,Mynah,7.772430477662491,Overweight,Farm,Light,2,0,0.5550072504397836
Guinea Pig,Skinny Pig,7.848465254444108,Normal,Apartment,Active,0,0,0.1884400736760964
Hamster,Dwarf Campbell,5.213911506845422,Overweight,Outdoor,Light,3,2,0.3368159053332931
Cat,Russian Blue,19.145528634326354,Obese,Outdoor,Light,2,1,0.6032357121131212
Hamster,Dwarf Campbell,7.351721265126747,Normal,House,Moderate,1,1,0.16552381614802983
Hamster,Chinese,6.96840529660034,Normal,Outdoor,Moderate,0,0,0.017096628193995343
Bird,Parrot,5.9413580704641245,Normal,Farm,Active,0,1,0.11192327479200982
Hamster,Mixed Breed,11.44347410659109,Normal,Outdoor,Light,0,2,0.4053756535440486
Cat,Ragdoll,11.632295297376356,Obese,House,Moderate,4,1,0.6068602382036064
Bird,Macaw,4.820778475621239,Normal,Farm,Moderate,1,0,0.22989809002902928
Bird,Parrot,16.364581437555813,Overweight,Farm,Moderate,5,4,0.7087998257196261
Cat,Persian,7.9565584395818565,Normal,Farm,Moderate,2,1,0.31934758307068695
Guinea Pig,Baldwin,18.039590032313214,Obese,Apartment,Moderate,3,4,0.7000911658993112
