owner_experience,vet_access,owner_commitment,care_capability_score
Intermediate,Limited,Moderate,24.453222710523146
Advanced,Moderate,Moderate,48.39210825330675
Expert,Good,High,80.7658784293491
Intermediate,Good,Moderate,41.39854666252925
Intermediate,Good,Moderate,51.88476152544702
Beginner,Moderate,Low,1.1125809790196888
Advanced,Excellent,High,84.51197669786694
Advanced,Excellent,Very High,83.2829805591764
Advanced,Good,Very High,98.92856926643559
Intermediate,Good,High,49.155999913852305
Advanced,Excellent,Very High,78.68816337274885
Expert,Good,High,74.65154708092223
Beginner,Limited,Moderate,18.310416993649277
Advanced,Excellent,Very High,95.59232041120772
Advanced,Good,Moderate,46.002352399867576
Advanced,Good,Very High,70.11422959165546
Intermediate,Moderate,Moderate,31.944203698059766
Beginner,Moderate,Moderate,0.42337553864785515
Beginner,Limited,Moderate,20.176799261721147
Expert,Excellent,High,95.58575987015264
Intermediate,Moderate,Moderate,38.32296040860359
Intermediate,Moderate,High,38.06455260161638
Advanced,Good,High,97.07259740144669
Intermediate,Moderate,Low,9.481863400970663
Intermediate,Moderate,Moderate,15.752680290423026
Intermediate,Good,High,64.42021192622562
Expert,Good,High,86.57251411905115
Expert,Good,Very High,99.95188358486989
Expert,Good,Very High,94.88568848209187
Beginner,Moderate,Low,24.540975224948877
Beginner,Moderate,Low,21.505260521658236
Advanced,Good,Moderate,49.20059785950363
Beginner,Limited,Low,25.780681094788168
Advanced,Moderate,Moderate,42.861188470714154
Expert,Excellent,Very High,77.05725453421083
Advanced,Good,High,60.76700714137783
Expert,Excellent,High,90.02830674266573
Beginner,Moderate,Low,16.958778373452795
Advanced,Good,High,63.41436958283155
Beginner,Limited,Moderate,9.093717331939065
Intermediate,Good,High,46.10428151288658
Beginner,Limited,Moderate,23.487684403902488
Expert,Good,Very High,97.31060129174104
Advanced,Good,High,58.78707880297165
Intermediate,Limited,Low,22.869763185341903
Intermediate,Moderate,High,39.72346520426074
Advanced,Good,High,66.81752881975099
Intermediate,Limited,Moderate,32.378408416281594
Advanced,Good,Moderate,49.66576198950043
Beginner,Moderate,Moderate,31.009941890799237
Advanced,Moderate,High,50.64072143164812
Advanced,Good,High,97.70481340715348
Advanced,Good,Very High,93.94158257780988
Beginner,Limited,Low,13.152894847547616
Intermediate,Moderate,Moderate,6.065940209486225
Expert,Good,Very High,99.90599591030377
Advanced,Moderate,Moderate,49.86550453040148
Expert,Good,High,92.52979260215297
Advanced,Good,High,93.40431914100844
Beginner,Moderate,Low,9.037897730075686
Advanced,Good,Moderate,52.33108528600423
Advanced,Good,Very High,98.74338471959274
Beginner,Limited,Low,9.129904478697902
Expert,Excellent,High,81.16703466808131
Intermediate,Good,High,33.83353486055482
Intermediate,Moderate,Low,6.217768110656733
Intermediate,Limited,Low,22.318380972848594
Intermediate,Good,Moderate,65.38648330395193
Intermediate,Moderate,Low,4.92925532362964
Intermediate,Limited,Low,7.3753849075786615
Advanced,Excellent,High,94.09765546376342
Advanced,Good,Very High,70.99867382293188
Expert,Excellent,Very High,83.7895970421038
Intermediate,Limited,Moderate,32.43737056726285
Expert,Excellent,Very High,71.35519889623964
Advanced,Good,High,80.74292141369236
Expert,Excellent,Very High,66.69836104736281
Advanced,Good,Moderate,59.010244409177204
Beginner,Moderate,Moderate,7.54806027479608
Advanced,Moderate,Moderate,56.81640664589171
Beginner,Limited,Low,5.519289527506489
Intermediate,Good,High,34.23882445566455
Intermediate,Limited,Moderate,1.396111562516991
Intermediate,Moderate,High,43.610447300653924
Intermediate,Limited,Moderate,17.811809968878396
Intermediate,Good,Moderate,35.10015936394079
Beginner,Moderate,Moderate,30.462888996717542
Expert,Excellent,Very High,95.24094470311952
Advanced,Excellent,High,99.54681746045573
Intermediate,Moderate,High,56.60202608359526
Advanced,Excellent,High,84.348790292865
Advanced,Good,High,45.754447547739666
Beginner,Moderate,Moderate,21.892190182593023
Expert,Good,Very High,98.16722418847168
Intermediate,Moderate,Low,7.889089834143737
Advanced,Good,Moderate,61.22923721914002
Advanced,Good,High,68.68842328422316
Advanced,Good,High,66.44780862014004
Expert,Excellent,Very High,66.51577672547404
Intermediate,Moderate,Low,5.506921876217635
Intermediate,Moderate,Low,2.3526520457248714
Intermediate,Moderate,High,44.137172698020294
Intermediate,Moderate,Moderate,30.087789411852718
Expert,Good,High,97.57723871875203
Advanced,Good,High,71.45693217436116
Expert,Good,Very High,77.62443336582608
Expert,Excellent,Very High,85.61341966544276
Advanced,Good,Very High,96.26370256526431
Expert,Excellent,Very High,69.87012329361656
Expert,Good,High,91.00921539970973
Advanced,Good,Moderate,48.441716304954205
Beginner,Limited,Moderate,27.740757941611836
Expert,Excellent,Very High,88.6146764190407
Expert,Excellent,Very High,72.7395930361159
Intermediate,Moderate,High,56.65484085166795
Intermediate,Good,Moderate,48.89193500419858
Intermediate,Good,Moderate,51.2782685176662
Advanced,Moderate,Moderate,45.531714887015816
Advanced,Moderate,Moderate,52.753955137848926
Intermediate,Moderate,Low,20.14955345420499
Expert,Good,High,72.3527429627491
Advanced,Moderate,Moderate,47.92768326432605
Expert,Excellent,High,93.09641990535931
Beginner,Limited,Low,14.391211214583423
Expert,Good,Very High,85.70757186014444
Advanced,Good,Very High,79.90879410691434
Beginner,Limited,Low,14.986714881088893
Expert,Excellent,Very High,86.67496959379902
Advanced,Good,Very High,87.6470018094352
Advanced,Excellent,High,73.41959091577282
Beginner,Limited,Low,15.971504746401768
Advanced,Excellent,High,75.38524245600368
Beginner,Limited,Low,0.7300831147137753
Advanced,Excellent,Very High,96.59583025080711
Advanced,Good,Very High,94.78089713980793
Advanced,Good,Moderate,50.27605184352198
Intermediate,Limited,Moderate,3.814573576425828
Expert,Good,High,66.00934527582447
Advanced,Good,Very High,93.42972523790479
Advanced,Excellent,Very High,67.17482599008493
Intermediate,Moderate,Moderate,9.35507961419829
Expert,Good,High,93.9824722833204
Advanced,Excellent,Very High,79.03072729810509
Advanced,Good,High,58.68455396756361
Advanced,Moderate,High,47.727940056822725
Expert,Good,High,78.89887036537652
Advanced,Good,Very High,86.13541623088295
Beginner,Limited,Moderate,23.777774712277186
Advanced,Good,Very High,70.67201989683404
Advanced,Good,High,84.89425563737447
Intermediate,Moderate,Moderate,38.91522815765695
Advanced,Good,Very High,94.16871615682766
Advanced,Good,Moderate,59.01990957626019
Beginner,Limited,Low,30.324065182859943
Beginner,Limited,Moderate,24.656131157803877
Intermediate,Limited,Moderate,21.959116089662466
Intermediate,Limited,Low,9.621413377940298
Advanced,Moderate,High,36.10611272952703
Advanced,Good,Very High,97.69224725343719
Advanced,Moderate,Moderate,48.74454749309615
Advanced,Good,Moderate,49.01641483976796
Intermediate,Moderate,Low,25.29149790187647
Intermediate,Moderate,Moderate,46.70858824827389
Advanced,Moderate,Moderate,33.00103759909973
Advanced,Excellent,High,67.638748941975
Expert,Excellent,High,87.1784645950406
Beginner,Moderate,Low,25.35168978815828
Beginner,Moderate,Moderate,7.9029612384133205
Expert,Excellent,Very High,84.55997826242881
Intermediate,Good,Moderate,52.29061095525266
Advanced,Moderate,Moderate,33.726148456016965
Intermediate,Limited,Moderate,7.29678380408624
Expert,Excellent,Very High,79.92751849121656
Intermediate,Limited,Low,3.7024890210756904
Expert,Good,Very High,82.02189118958789
Expert,Good,High,92.83105848453624
Intermediate,Good,High,47.370536467502546
Beginner,Limited,Low,9.031724231345256
Advanced,Good,Very High,83.33700755266564
Beginner,Moderate,Moderate,3.450183294158261
Advanced,Good,High,68.61437059180872
Advanced,Good,Very High,83.30085230614111
Advanced,Excellent,High,84.82042160017873
Intermediate,Limited,Moderate,8.208817764209478
Advanced,Excellent,High,79.90457138678116
Advanced,Excellent,Very High,90.2878710433608
Advanced,Good,Very High,78.41861563030426
Expert,Good,Very High,90.4356045216097
Beginner,Limited,Low,10.525126000787019
Beginner,Limited,Low,29.992702812814308
Advanced,Good,High,50.02267329338143
Expert,Good,High,66.6117354542495
Expert,Good,High,70.05648985961884
Intermediate,Good,Moderate,50.912918886539984
Intermediate,Moderate,High,42.51492050778036
Advanced,Excellent,Very High,74.62292940103528
Advanced,Excellent,Very High,98.97195813486277
Beginner,Limited,Moderate,0.3441208650771038
Advanced,Good,High,34.449687255065115
Advanced,Good,High,92.40885048949168
Expert,Excellent,Very High,83.37112393694926
Advanced,Good,High,69.82367074171619
Intermediate,Moderate,Moderate,0.7416676800675672
Advanced,Good,Moderate,51.185437053526655
Expert,Good,High,89.88785643292178
Advanced,Moderate,High,39.314135269522716
Intermediate,Limited,Moderate,16.79549542815708
Expert,Good,Very High,81.90159148557663
Intermediate,Moderate,Moderate,26.493011640437842
Beginner,Moderate,Low,30.063541752459628
Intermediate,Moderate,High,54.423627512249055
Intermediate,Moderate,High,50.23343840819946
Intermediate,Good,Moderate,48.028202177013895
Beginner,Moderate,Low,3.070440922047011
Expert,Excellent,High,68.21353053098785
Intermediate,Good,Moderate,57.63942060732734
Intermediate,Good,High,43.78564205569813
Intermediate,Limited,Moderate,15.549389758309136
Beginner,Limited,Low,5.05623745027356
Intermediate,Moderate,Moderate,28.142982115065628
Expert,Excellent,Very High,85.39020862612531
Advanced,Good,Moderate,64.14102627481253
Beginner,Limited,Moderate,19.37805127355164
Advanced,Good,Moderate,51.77451408141671
Advanced,Good,Very High,78.5113736388686
Beginner,Limited,Moderate,19.232305541919736
Expert,Good,High,84.89254369543443
Expert,Good,Very High,89.16417692679184
Advanced,Good,High,82.79497410774583
Advanced,Good,Very High,71.46557268213026
Expert,Excellent,High,98.2543595763279
Intermediate,Moderate,High,63.64528663436714
Advanced,Good,Very High,88.35650182950533
Beginner,Moderate,Moderate,0.345408069089282
Advanced,Moderate,High,61.16172193404692
Advanced,Good,Moderate,34.61374513017289
Expert,Good,Very High,72.6026361806538
Expert,Excellent,High,96.40189985998774
Advanced,Good,Moderate,59.36441208634509
Expert,Good,Very High,72.11220255363044
Beginner,Limited,Moderate,11.385582166958372
Advanced,Moderate,Moderate,46.166295855946245
Expert,Excellent,Very High,75.81891396986428
Advanced,Moderate,Moderate,46.47009196519143
Intermediate,Limited,Moderate,24.480370069836095
Expert,Excellent,High,94.59696922416913
Intermediate,Limited,Moderate,17.667966489369704
Intermediate,Limited,Moderate,16.029395667057905
Intermediate,Moderate,Moderate,38.78224769167311
Beginner,Limited,Low,17.12440547410088
Advanced,Good,Moderate,51.64570553205216
Intermediate,Good,Moderate,51.49947752606339
Beginner,Limited,Low,4.8919573377859376
Advanced,Good,Moderate,33.83817261698155
Advanced,Good,Moderate,42.25481036919731
Advanced,Good,Moderate,38.60312310359389
Advanced,Moderate,High,49.62591258032908
Advanced,Good,Very High,92.982077759419
Intermediate,Limited,Low,6.990024520465807
Advanced,Good,Moderate,53.904388014559885
Intermediate,Moderate,High,57.301553487135614
Advanced,Excellent,Very High,73.62856647685507
Beginner,Limited,Moderate,18.122000262961087
Expert,Good,High,91.2181575791164
Intermediate,Limited,Moderate,2.927070251020394
Advanced,Good,High,41.43676506892537
Advanced,Excellent,High,68.47744102442736
Advanced,Good,Moderate,64.3757210329369
Expert,Good,Very High,70.14772617283313
Beginner,Limited,Moderate,1.1764671031700515
Advanced,Good,High,73.15595622047223
Expert,Good,High,92.1718849137344
Expert,Good,Very High,88.08127981272416
Expert,Good,High,87.61689827336625
Expert,Good,Very High,97.66836474187471
Advanced,Good,Very High,68.86890192254997
Expert,Excellent,Very High,84.80469197939489
Intermediate,Limited,Low,9.662648749319077
Advanced,Moderate,High,46.16997575749284
Advanced,Good,High,41.41395551945535
Advanced,Moderate,Moderate,63.98107978179731
Intermediate,Limited,Low,19.859692380988317
Beginner,Limited,Moderate,21.37808532128944
Intermediate,Limited,Moderate,25.00112676309555
Advanced,Excellent,High,91.35542617626075
Beginner,Limited,Moderate,26.040230334136215
Advanced,Good,High,89.25433851278544
Intermediate,Moderate,Moderate,63.230647510143235
Intermediate,Good,Moderate,48.50497711400718
Advanced,Moderate,Moderate,34.62385814062461
Beginner,Limited,Moderate,14.073768923680259
Intermediate,Good,High,64.04063525609875
Advanced,Excellent,Very High,83.72905419526853
Intermediate,Limited,Low,31.303909936097558
Intermediate,Good,High,62.05036822701935
Intermediate,Moderate,Low,16.571628028111878
Intermediate,Moderate,Moderate,3.1821131967758274
Advanced,Good,Moderate,54.90848989072656
Beginner,Limited,Low,12.82976145927376
Advanced,Excellent,Very High,99.91312103254988
Intermediate,Limited,Moderate,5.390097786462192
Advanced,Good,Moderate,35.69768827219117
Beginner,Moderate,Low,30.39309521489053
Intermediate,Moderate,Moderate,65.21491633294485
Intermediate,Good,Moderate,57.828320399825465
Beginner,Moderate,Moderate,15.709514889832505
Advanced,Excellent,High,94.78225115078061
Beginner,Limited,Moderate,31.01790118556586
Intermediate,Limited,Moderate,13.836352161441672
Advanced,Good,High,82.31013977120996
Intermediate,Moderate,Low,0.9289338528043783
Intermediate,Moderate,Moderate,29.12440232832194
Beginner,Limited,Moderate,25.594696881058894
Intermediate,Moderate,Low,9.303420144862255
Beginner,Limited,Low,20.437624908776257
Intermediate,Limited,Moderate,12.513010520538495
Intermediate,Moderate,High,50.95541791396135
Intermediate,Limited,Low,28.718904228467505
Expert,Good,High,80.1343649617057
Advanced,Good,High,45.90295425812054
Beginner,Moderate,Low,18.261160927489616
Intermediate,Good,Moderate,42.80180374040804
Expert,Excellent,Very High,97.82052208611383
Advanced,Good,Moderate,50.42862019770492
Expert,Good,Very High,97.46416091234848
Beginner,Limited,Low,7.666727396383806
Intermediate,Moderate,Moderate,44.645373633253755
Expert,Good,High,97.01787149186794
Intermediate,Limited,Moderate,28.87695238234551
Advanced,Moderate,Moderate,36.5510462605372
Advanced,Good,High,33.71046218061368
Intermediate,Good,Moderate,59.12362622206999
Advanced,Good,Moderate,53.96042396462646
Intermediate,Moderate,Moderate,64.23639941159979
Intermediate,Good,High,45.88521146982409
Advanced,Excellent,Very High,79.9619226605826
Beginner,Limited,Moderate,24.42186004157458
Intermediate,Moderate,High,37.413878230779154
Beginner,Moderate,Low,0.18844337240809528
Intermediate,Moderate,Moderate,10.45761218157484
Intermediate,Good,Moderate,59.24091336228734
Expert,Good,High,87.59588669108629
Advanced,Moderate,Moderate,49.690023222671456
Beginner,Limited,Moderate,22.69478690194179
Intermediate,Moderate,High,50.74839102024859
Beginner,Limited,Low,23.986139738001178
Intermediate,Moderate,Low,16.179221704704055
Intermediate,Limited,Low,4.907708805805201
Intermediate,Moderate,High,54.861184059616434
Advanced,Excellent,High,82.85618633259347
Advanced,Good,High,74.49546021525032
Advanced,Good,Moderate,61.030147832036356
Intermediate,Good,High,46.85608405491483
Expert,Excellent,Very High,69.05282024790526
Advanced,Good,Very High,95.33103634257314
Expert,Excellent,High,68.56840483313307
Expert,Good,Very High,99.06363959017435
Expert,Excellent,Very High,74.32964517880433
Advanced,Good,High,34.08280597174126
Beginner,Moderate,Low,13.488215168675977
Intermediate,Good,High,40.683410885541846
Expert,Excellent,Very High,74.72874515529693
Intermediate,Moderate,High,60.039025604186776
Expert,Excellent,High,76.91601371159628
Expert,Good,High,98.40021032478609
Expert,Good,Very High,75.83603088371905
Advanced,Good,Moderate,44.36237183690455
Intermediate,Moderate,High,64.96815952046657
Advanced,Moderate,High,65.20714214593453
Intermediate,Good,High,63.47697443628967
Advanced,Good,High,81.82052747362616
Intermediate,Moderate,High,35.20347916738404
Advanced,Excellent,High,79.42198777784547
Advanced,Good,High,33.92998418075953
Advanced,Excellent,Very High,99.72069401888476
Beginner,Moderate,Moderate,27.46965948593786
Advanced,Good,High,77.92646847784212
Beginner,Moderate,Moderate,22.1692113725552
Advanced,Good,High,94.1050352651535
Intermediate,Limited,Moderate,30.809900470062637
Expert,Excellent,Very High,70.58001130448177
Beginner,Moderate,Moderate,23.91547120939956
Advanced,Good,Moderate,43.87312465053465
Beginner,Limited,Low,12.135230339308736
Beginner,Limited,Moderate,11.614169156472407
Beginner,Moderate,Low,6.790941422894963
Beginner,Moderate,Low,2.1791023938021192
Intermediate,Good,Moderate,53.63421713215314
Expert,Good,High,86.69594691194321
Intermediate,Moderate,High,56.15839794655654
Expert,Excellent,High,82.00422697012914
Advanced,Good,High,94.11162029763987
Expert,Excellent,Very High,97.5544124446107
Advanced,Excellent,Very High,85.03303631129852
Expert,Good,High,68.56965918679828
Intermediate,Good,Moderate,33.990380057914926
Intermediate,Good,High,65.31879221708769
Beginner,Moderate,Low,7.8600754958298795
Beginner,Limited,Moderate,25.48508589398471
Advanced,Moderate,High,39.32204204727351
Intermediate,Limited,Moderate,14.150675055948723
Advanced,Excellent,Very High,79.9768190398918
Expert,Excellent,Very High,89.2730072693012
Intermediate,Good,High,43.843680581315326
Expert,Excellent,Very High,78.88250357526292
Beginner,Limited,Low,4.77285930825371
Intermediate,Good,High,59.726047393085764
Advanced,Excellent,Very High,73.53697841694733
Beginner,Limited,Low,17.86485950819821
Beginner,Limited,Low,10.022311476304306
Advanced,Good,Very High,67.10751387371576
Intermediate,Moderate,High,46.68948606156886
Advanced,Good,High,95.1671509109235
Expert,Excellent,High,70.45781124662172
Advanced,Good,Very High,78.13433595912167
Beginner,Limited,Low,7.409417351309042
Advanced,Excellent,Very High,80.97910101921914
Intermediate,Moderate,Moderate,8.18030178883216
Beginner,Moderate,Low,18.55985857367218
Advanced,Good,Very High,66.3168416232292
Expert,Excellent,High,69.23331179941215
Intermediate,Good,Moderate,58.07847633294646
Advanced,Good,Moderate,57.85430816988308
Expert,Excellent,Very High,92.81474756427411
Intermediate,Good,Moderate,52.989393456912765
Intermediate,Moderate,Moderate,24.234692582517543
Advanced,Moderate,High,59.92461066268885
Intermediate,Good,Moderate,38.84226265744469
Intermediate,Moderate,Low,21.381459379067767
Advanced,Moderate,High,34.51430604943171
Intermediate,Moderate,Moderate,60.39229432020214
Advanced,Good,High,80.11647083510034
Intermediate,Limited,Moderate,12.385465154595671
Advanced,Good,High,59.18205772012104
Advanced,Excellent,High,68.33232988408932
Advanced,Excellent,Very High,75.52823587506052
Intermediate,Moderate,High,45.85534752185902
Intermediate,Limited,Low,0.89875620647607
Intermediate,Moderate,Moderate,14.12796721228515
Advanced,Excellent,High,90.45601939152635
Beginner,Limited,Moderate,7.871417580357712
Advanced,Moderate,High,63.23892642612473
Intermediate,Good,Moderate,55.04205979146047
Expert,Excellent,High,83.94784737680472
Advanced,Moderate,Moderate,42.98523352668653
Advanced,Good,Moderate,53.907328425501845
Intermediate,Moderate,Low,17.173809419458994
Intermediate,Moderate,Low,10.705552914732507
Expert,Good,Very High,68.64305468187305
Advanced,Excellent,Very High,66.33778815881203
Beginner,Limited,Low,7.424870376480992
Advanced,Excellent,High,84.34496856579858
Intermediate,Limited,Low,2.273298683933352
Advanced,Moderate,High,33.008132448775775
Expert,Excellent,Very High,71.59531854562475
Expert,Good,High,66.58823964007479
Expert,Good,Very High,98.36156598701365
Advanced,Excellent,Very High,89.46888821015722
Intermediate,Moderate,Moderate,30.95880900676416
Expert,Excellent,Very High,77.13700902819764
Advanced,Excellent,High,89.5240372491052
Advanced,Excellent,High,98.32709129377875
Intermediate,Good,High,50.40105972656665
Intermediate,Moderate,High,61.713545334027955
Intermediate,Moderate,Moderate,56.88471186430543
Advanced,Good,High,94.04044741808028
Intermediate,Moderate,Low,10.628627991333245
Intermediate,Moderate,Low,8.134778747410007
Advanced,Excellent,Very High,97.17280083058515
Intermediate,Moderate,Moderate,10.595680038297624
Beginner,Moderate,Moderate,6.998058490262556
Advanced,Excellent,Very High,88.07786661134928
Intermediate,Good,High,61.123063740044536
Beginner,Moderate,Low,7.651840611651277
Expert,Good,Very High,93.94283010266894
Advanced,Moderate,Moderate,64.21039088280973
Expert,Good,High,90.18480434347508
Advanced,Good,Very High,96.42177020900759
Intermediate,Moderate,Moderate,0.45048061523560734
Expert,Good,Very High,82.70686473240733
Intermediate,Limited,Moderate,10.36706865914773
Advanced,Excellent,Very High,69.957881418801
Intermediate,Limited,Moderate,13.56786491722068
Intermediate,Moderate,Moderate,60.36915766282776
Advanced,Moderate,Moderate,35.060159364357034
Beginner,Limited,Moderate,32.754080968755176
Intermediate,Moderate,High,44.53360703559652
Intermediate,Moderate,High,47.50973938245042
Advanced,Good,Very High,94.18994502290404
Intermediate,Good,Moderate,35.74619844370377
Expert,Good,Very High,81.46532343082434
Beginner,Moderate,Low,11.239750674208306
Beginner,Moderate,Moderate,31.628370104956808
Intermediate,Moderate,Low,27.448796695104214
Expert,Good,High,83.75416548675486
Advanced,Excellent,High,83.08283409955328
Expert,Excellent,Very High,92.35070600567366
Expert,Excellent,High,66.40800593536086
Advanced,Moderate,Moderate,55.59234190002212
Advanced,Excellent,Very High,87.3790311123654
Intermediate,Limited,Moderate,4.144290639235208
Intermediate,Moderate,Moderate,61.54585056308974
Intermediate,Limited,Low,1.9652910445991685
Expert,Excellent,Very High,93.01660142753416
Advanced,Good,High,51.997447365146286
Advanced,Moderate,High,57.075750970888066
Expert,Excellent,Very High,97.3006784425425
Advanced,Good,Very High,74.94761807894841
Expert,Good,Very High,76.08667040586846
Beginner,Limited,Low,26.210067094736246
Advanced,Excellent,High,77.28465651843608
Expert,Good,High,69.71650446601443
Advanced,Good,Moderate,38.25771067078507
Intermediate,Limited,Moderate,23.160689352755405
Advanced,Excellent,High,81.66293272745881
Advanced,Good,Moderate,43.000586037218696
Advanced,Excellent,High,96.0429910428872
Advanced,Excellent,Very High,88.83380559294014
Advanced,Good,Very High,74.44201079292522
Expert,Excellent,Very High,96.01850565856458
Expert,Excellent,Very High,68.69740987261149
Intermediate,Moderate,Low,19.367152504214094
Intermediate,Moderate,High,48.320416135075305
Beginner,Limited,Low,29.308907434449647
Intermediate,Moderate,Moderate,61.8115219698237
Intermediate,Moderate,Moderate,33.60898489131615
Expert,Good,Very High,79.75910244247068
Advanced,Excellent,Very High,82.04027710391972
Intermediate,Limited,Low,7.125337150665801
Intermediate,Moderate,Moderate,18.879455450794406
Advanced,Moderate,High,54.27056175308205
Expert,Excellent,Very High,91.94104975536082
Intermediate,Limited,Moderate,17.301480329009816
Expert,Excellent,Very High,66.48926197709163
Expert,Excellent,High,98.75047901729354
Intermediate,Moderate,Moderate,6.382160861921542
Advanced,Excellent,Very High,73.11821598644202
Beginner,Limited,Moderate,18.68979484061067
Beginner,Limited,Low,26.712670784408107
Expert,Good,Very High,96.22222466705443
Beginner,Limited,Moderate,19.43481236887981
Intermediate,Moderate,High,44.392154656624385
Expert,Excellent,High,80.47108873234399
Beginner,Limited,Low,21.591687457735354
Intermediate,Moderate,Moderate,23.44212190839564
Intermediate,Good,Moderate,44.440419176348804
Advanced,Good,Moderate,55.878247952619674
Expert,Good,Very High,73.59621219181122
Beginner,Moderate,Low,21.373908168828628
Intermediate,Limited,Moderate,3.3515568492285586
Expert,Excellent,High,93.6870264655457
Intermediate,Moderate,Moderate,0.11302793732220151
Intermediate,Good,High,49.63681550756709
Advanced,Moderate,High,60.49051214187688
Advanced,Excellent,Very High,69.45132398297221
Beginner,Limited,Moderate,24.700548369918724
Expert,Excellent,High,72.07045511659237
Intermediate,Limited,Moderate,14.558831334912215
Beginner,Limited,Moderate,22.828972400587368
Intermediate,Moderate,Low,25.946501522586928
Intermediate,Moderate,Moderate,12.662957749121238
Beginner,Limited,Low,16.052166521180048
Advanced,Good,Moderate,40.454280861142664
Expert,Good,High,85.4608032698614
Expert,Good,High,98.76818127190074
Beginner,Limited,Low,30.253191504697025
Advanced,Good,Very High,80.38343785765211
Advanced,Good,High,60.252806974221926
Advanced,Good,Moderate,63.60715401908952
Beginner,Limited,Moderate,17.32504921648889
Expert,Good,Very High,85.51625425347945
Intermediate,Good,Moderate,52.4631395709621
Expert,Good,High,91.58551869328849
Advanced,Good,Very High,86.47998591225559
Expert,Good,Very High,67.45355797936242
Advanced,Good,Very High,99.58289452297842
Advanced,Moderate,Moderate,44.99382256558451
Intermediate,Moderate,Low,18.220615561354784
Advanced,Good,Moderate,42.352712788518474
Advanced,Excellent,High,84.96552999557474
Intermediate,Moderate,Moderate,14.722158900073884
Advanced,Moderate,High,57.57052610093645
Intermediate,Moderate,Moderate,31.86816320812263
Advanced,Good,High,63.272912004459954
Advanced,Excellent,High,95.29230037176322
Advanced,Good,High,87.35003326100738
Beginner,Moderate,Low,4.932404413665248
Beginner,Moderate,Low,12.735477117145694
Intermediate,Limited,Moderate,2.288056325212156
Expert,Good,High,95.04800381138628
Beginner,Moderate,Low,16.267666665431946
Beginner,Limited,Low,22.28084239689778
Intermediate,Limited,Low,24.14978396711816
Advanced,Good,Moderate,54.96065846456407
Advanced,Good,High,40.95100141979961
Beginner,Moderate,Moderate,19.50527459584293
Intermediate,Moderate,High,50.59191134028073
Intermediate,Good,Moderate,51.02432913757478
Beginner,Limited,Moderate,27.34511033853758
Advanced,Moderate,Moderate,40.54859591755117
Beginner,Moderate,Low,4.7112346895830335
Expert,Good,High,86.86968972452587
Expert,Excellent,High,71.42668983480337
Intermediate,Limited,Low,27.438754218156884
Advanced,Good,Moderate,65.76085893824884
Advanced,Excellent,Very High,78.17383152655569
Advanced,Good,Very High,79.79218415117437
Advanced,Good,High,33.276704041084415
Intermediate,Good,High,65.4561195170007
Advanced,Good,Moderate,57.02124036863984
Intermediate,Limited,Low,17.4127704089851
Expert,Excellent,Very High,76.87030661943243
Advanced,Excellent,High,76.5336205607631
Intermediate,Moderate,Low,32.03715711139008
Intermediate,Moderate,Moderate,1.4885527402302228
Expert,Good,Very High,94.26764601555195
Advanced,Good,Moderate,50.241154436084926
Advanced,Good,High,70.752942019556
Beginner,Limited,Low,29.076288925846917
Intermediate,Moderate,Moderate,55.85907062818266
Intermediate,Moderate,Moderate,12.55269482225687
Expert,Excellent,Very High,82.81381918165195
Beginner,Moderate,Moderate,6.826156206848381
Advanced,Good,Very High,68.23547028627469
Advanced,Excellent,Very High,69.73853401173625
Intermediate,Moderate,High,65.07886304389316
Intermediate,Limited,Moderate,16.267902573956757
Intermediate,Moderate,Moderate,37.46861357585316
Intermediate,Limited,Moderate,24.646160618664823
Intermediate,Limited,Moderate,12.936149083628852
Intermediate,Limited,Low,27.421627115588247
Beginner,Limited,Moderate,5.9500987305726465
Expert,Good,Very High,76.36637104689417
Expert,Good,Very High,97.34252510292876
Beginner,Moderate,Moderate,16.768869433984094
Intermediate,Good,Moderate,59.35686516754956
Advanced,Excellent,Very High,98.7689807949824
Advanced,Moderate,Moderate,44.32113125312115
Advanced,Good,Moderate,54.76884428378656
Advanced,Moderate,High,47.201436224400666
Intermediate,Good,High,37.317666282133715
Intermediate,Good,High,57.69840832826286
Beginner,Limited,Moderate,22.166281920650853
Advanced,Good,High,85.12564063421149
Intermediate,Good,High,45.57773485873902
Intermediate,Good,High,58.11891367782653
Intermediate,Moderate,Moderate,36.618146448937466
Intermediate,Good,High,51.251608720413685
Expert,Excellent,Very High,83.14552432181083
Beginner,Moderate,Moderate,4.820214823031992
Beginner,Limited,Moderate,28.642045382445463
Expert,Excellent,High,70.71693980759558
Advanced,Moderate,Moderate,34.332172275257506
Advanced,Moderate,Moderate,49.53554020996509
Intermediate,Moderate,Moderate,56.875827776959255
Expert,Good,Very High,87.1231998460893
Intermediate,Moderate,Moderate,64.82591826780198
Expert,Excellent,High,95.22406164828922
Expert,Excellent,High,87.55890370089102
Beginner,Moderate,Moderate,12.442322544322396
Intermediate,Good,Moderate,38.96922286806096
Advanced,Excellent,Very High,93.86638202549794
Intermediate,Moderate,Moderate,65.5837207159296
Advanced,Good,Moderate,42.719881278538864
Expert,Excellent,High,82.01248611333011
Advanced,Good,Moderate,50.05071881749993
Advanced,Excellent,Very High,85.92548211008464
Expert,Good,High,74.83203027069905
Expert,Good,High,72.90934732863556
Intermediate,Limited,Moderate,26.755312835755973
Advanced,Excellent,High,83.0596849704346
